sensor_id,well_id,survey_type_id,depth_ft,amplitude,timestamp,quality_flag,load_dts,record_source,source_file_checksum
103,9,205,2848.4848484848485,2.146417327842367,1996-08-31,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
121,11,205,642.570281124498,11.982414126222265,1997-01-17,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
110,15,205,2333.3333333333335,10.18175745818929,1997-09-16,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
144,19,101,4696.969696969697,4.537215535863403,1995-06-14,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
121,11,205,682.7309236947791,11.953436234311983,1997-01-17,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
106,5,101,3614.4578313253014,1.180129344748363,1996-02-24,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
110,15,102,1696.969696969697,9.818175501572263,1998-06-20,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
126,19,102,3848.4848484848485,-6.52645366294203,1995-09-27,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
126,19,205,4515.151515151515,-7.425180560320949,1995-07-17,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
113,4,205,2791.1646586345382,6.090918620362988,2000-09-11,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
107,3,102,2393.939393939394,5.4766308979743945,2002-11-25,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
130,1,101,4757.575757575758,8.950135048496078,1995-04-09,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
142,4,101,803.2128514056226,8.920578922989442,2000-07-05,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
128,9,101,2363.636363636364,-10.56364678985609,1996-09-26,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
121,11,205,2911.646586345382,-0.21762807917164778,1997-01-17,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
107,3,101,212.12121212121212,-9.066290164051736,2002-10-03,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
131,8,101,4377.510040160642,-5.569035388563893,2003-07-11,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
124,7,101,2791.1646586345382,8.74019510378851,2000-04-18,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
121,11,102,321.285140562249,-11.12316207106439,1996-09-27,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
125,5,205,4578.313253012048,-8.692265975142709,1995-06-09,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
138,1,102,3000.0,1.0562802040570527,1995-01-01,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
128,9,101,151.51515151515153,1.5806463944069928,1996-09-26,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
127,12,102,3634.538152610442,8.672795755388604,1999-09-29,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
124,7,102,3313.253012048193,0.8945340988391351,2000-03-04,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
124,7,102,542.1686746987953,-6.089383952587308,2000-03-04,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
142,4,101,2128.5140562249,9.507827536542798,2000-07-05,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
137,3,205,4969.69696969697,2.6425965264621376,2002-08-07,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
126,19,205,484.8484848484849,-2.7616168031422523,1995-07-17,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
106,5,101,3975.9036144578317,-2.8266224118306527,1996-02-24,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
112,6,102,3242.4242424242425,-7.338518301415584,2002-06-07,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
124,7,101,4477.911646586345,-7.51515776370946,2000-04-18,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
121,11,102,4578.313253012048,-11.883275434313822,1996-09-27,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
112,6,101,3969.69696969697,3.6523161819880006,2002-08-11,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
138,1,102,4939.39393939394,0.9710732162660798,1995-01-01,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
125,5,205,682.7309236947791,0.6962877698904243,1995-06-09,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
124,7,102,1004.0160642570281,-3.2499781068383724,2000-03-04,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
124,7,102,1947.7911646586347,-1.3899630216601746,2000-03-04,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
127,12,102,4257.0281124498,0.4425611740141678,1999-09-29,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
138,1,102,515.1515151515151,-8.098193439677786,1995-01-01,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
107,3,102,4424.242424242424,8.13050271324584,2002-11-25,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
125,5,205,2590.3614457831327,3.362213234445065,1995-06-09,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
131,8,102,2971.887550200803,9.814454139517638,2003-11-30,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
101,12,205,3654.6184738955826,8.84891155092046,1999-11-17,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
142,4,101,1305.2208835341366,3.4147011241279417,2000-07-05,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
126,19,205,303.03030303030306,-7.761605019769589,1995-07-17,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
107,3,102,2696.969696969697,-2.125851484085395,2002-11-25,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
126,19,205,333.33333333333337,-8.088500980172803,1995-07-17,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
131,8,101,983.9357429718876,-8.669512358702901,2003-07-11,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
142,4,101,4819.2771084337355,-7.891857527410535,2000-07-05,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
124,7,101,3734.9397590361446,-7.308883826342527,2000-04-18,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
121,11,102,1827.3092369477913,12.425985120201588,1996-09-27,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
107,3,102,696.969696969697,-0.6625767689921949,2002-11-25,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
125,5,205,3915.66265060241,-6.067661924751521,1995-06-09,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
126,19,205,4909.090909090909,4.891224769600582,1995-07-17,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
121,11,205,1044.1767068273093,-7.117043547963703,1997-01-17,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
131,8,102,3995.983935742972,10.187220235733491,2003-11-30,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
131,8,102,3654.6184738955826,-5.607420395928323,2003-11-30,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
107,3,102,3939.3939393939395,2.2459289529375948,2002-11-25,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
124,7,101,4156.626506024097,8.066993440508497,2000-04-18,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
127,12,102,2309.2369477911648,4.834678335847053,1999-09-29,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
128,13,101,2393.939393939394,9.160883607926241,1998-04-08,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
112,6,102,878.7878787878789,7.496456324722483,2002-06-07,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
124,7,102,3674.698795180723,-3.5653458172523966,2000-03-04,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
124,7,101,3473.895582329317,8.478732606485359,2000-04-18,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
124,7,101,361.44578313253015,-3.9450734399202987,2000-04-18,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
124,7,102,2851.40562248996,7.978767476521869,2000-03-04,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
101,12,205,321.285140562249,-9.29073556488346,1999-11-17,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
128,9,101,3121.2121212121215,-7.330502856267608,1996-09-26,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
121,11,205,1827.3092369477913,11.975778693315831,1997-01-17,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
121,11,102,3534.136546184739,3.527747119115676,1996-09-27,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
142,4,101,1485.9437751004016,10.257045968237376,2000-07-05,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
101,12,205,2469.879518072289,-6.642467813935883,1999-11-17,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
124,7,101,3775.1004016064257,-8.116466679685074,2000-04-18,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
110,15,101,1545.4545454545455,-2.4044818921789286,1997-12-15,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
107,3,102,878.7878787878789,-8.762408403280654,2002-11-25,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
110,15,102,4393.939393939394,-9.920291840761223,1998-06-20,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
144,19,101,2060.6060606060605,9.095874817709978,1995-06-14,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
112,6,102,2242.4242424242425,-9.063255925307663,2002-06-07,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
125,5,205,4618.4738955823295,-7.187516101846219,1995-06-09,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
131,8,101,622.4899598393574,-0.05351465616258531,2003-07-11,0,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
124,7,101,4658.634538152611,1.9891461701100026,2000-04-18,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
112,6,101,3787.878787878788,-8.751984318564542,2002-08-11,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
137,3,205,2909.090909090909,-1.5366849146976005,2002-08-07,0,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
112,6,205,3666.666666666667,0.8139480302319059,2002-09-28,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
110,15,102,4484.848484848485,-1.3800777812961176,1998-06-20,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
130,1,101,484.8484848484849,-5.803150181632733,1995-04-09,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
106,5,101,1746.987951807229,-3.765552580288894,1996-02-24,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
113,4,205,4899.598393574297,-1.0837066848248162,2000-09-11,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
112,6,205,3363.636363636364,-3.9851958778728926,2002-09-28,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
103,9,205,4303.030303030303,-7.39635550441023,1996-08-31,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
112,6,102,272.72727272727275,-0.047517936169284264,2002-06-07,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
106,5,101,2670.682730923695,7.8921100856756645,1996-02-24,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
124,7,102,1526.1044176706828,7.0779225229640135,2000-03-04,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
121,11,205,4598.393574297189,-11.254741399064123,1997-01-17,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
142,4,101,4056.2248995983937,-9.62933128466172,2000-07-05,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
128,9,102,3969.69696969697,8.62494203352303,1996-04-16,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
107,3,102,2060.6060606060605,-4.267016581528723,2002-11-25,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
113,4,205,2951.807228915663,3.0320509278064884,2000-09-11,0,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
105,13,102,1575.7575757575758,-10.337790665707184,1998-03-02,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
144,19,101,545.4545454545455,1.6070194217641163,1995-06-14,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
105,13,205,4181.818181818182,4.774639888261699,1998-08-30,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
137,3,205,1484.848484848485,-8.339536807489631,2002-08-07,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
110,15,205,3848.4848484848485,-7.256213665411589,1997-09-16,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
125,5,205,4116.4658634538155,8.28369495633114,1995-06-09,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
113,4,205,4497.991967871486,4.154256687255294,2000-09-11,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
128,13,101,3636.3636363636365,9.431636859691361,1998-04-08,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
112,6,102,4454.545454545455,0.46017004293786307,2002-06-07,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
103,9,205,1181.818181818182,0.04868699131054528,1996-08-31,1,2025-12-14T00:16:34+00:00,archive_batch_seismic_readings.parquet,d5fc39ecddbb7b3b417a01b4fdc507bf80443d6f340ac47f40b8ed807c52c412
